Mes	Precio m2	Variación mensual	Variación trimestral	Variación anual
2015-07-01	1683.14	0.435602	-0.518937	-0.67099
2015-06-01	1675.84	-0.5265	-0.673894	-1.33179
2015-05-01	1684.71	-0.426143	-0.0492424	-1.47203
2015-04-01	1691.92	0.279159	0.46494	-1.28937
2015-03-01	1687.21	0.099078	0.545872	-1.52164
2015-02-01	1685.54	0.0860999	1.00191	-1.67249
2015-01-01	1684.09	0.359942	1.08462	-1.98579
2014-12-01	1678.05	0.553085	0.385257	-2.70482
2014-11-01	1668.82	0.168065	-0.75822	-3.29325
2014-10-01	1666.02	-0.334408	-1.68131	-5.16735
2014-09-01	1671.61	-0.592304	-1.58084	-5.06208
2014-08-01	1681.57	-0.763643	-1.65567	-4.99605
2014-07-01	1694.51	-0.232564	-1.13826	-4.8135
2014-06-01	1698.46	-0.667883	-0.865007	-4.57822
2014-05-01	1709.88	-0.241537	-0.252595	-5.14894
2014-04-01	1714.02	0.043192	-0.243858	-3.88601
2014-03-01	1713.28	-0.0542524	-0.662144	-4.67161
2014-02-01	1714.21	-0.2328	-0.662939	-5.32836
2014-01-01	1718.21	-0.376297	-2.19661	-5.45936
2013-12-01	1724.7	-0.0550517	-2.04687	-4.78372
2013-11-01	1725.65	-1.77311	-2.50565	-4.39559
2013-10-01	1756.8	-0.22377	-1.31446	-3.30304
2013-09-01	1760.74	-0.523164	-1.07924	-3.57552
2013-08-01	1770.0	-0.572969	-1.81395	-3.90775
2013-07-01	1780.2	0.0140453	-0.174955	-3.01333
2013-06-01	1779.95	-1.262	-0.962031	-4.02875
2013-05-01	1802.7	1.08674	-0.441268	-3.63758
2013-04-01	1783.32	-0.774521	-1.87683	-4.50968
2013-03-01	1797.24	-0.742811	-0.778977	-6.21546
2013-02-01	1810.69	-0.370853	0.315791	-6.84984
2013-01-01	1817.43	0.335661	0.0341257	-8.47547
2012-12-01	1811.35	0.352357	-0.80393	-9.36452
2012-11-01	1804.99	-0.650591	-2.00817	-9.2751
2012-10-01	1816.81	-0.50492	-1.01879	-7.33634
2012-09-01	1826.03	-0.865916	-1.54421	-7.286
2012-08-01	1841.98	0.352491	-1.53789	-6.33397
2012-07-01	1835.51	-1.03307	-1.71509	-7.12016
2012-06-01	1854.67	-0.859548	-3.21862	-7.5973
2012-05-01	1870.75	0.171884	-3.76008	-7.59538
2012-04-01	1867.54	-2.54703	-5.95197	-7.75804
2012-03-01	1916.35	-1.41421	-4.11058	-5.41681
2012-02-01	1943.84	-2.10955	-2.29603	-2.94872
2012-01-01	1985.73	-0.638979	1.27917	-0.436215
2011-12-01	1998.5	0.451365	1.47091	0.949129
2011-11-01	1989.52	1.47247	1.16855	-0.339129
2011-10-01	1960.65	-0.450869	-0.787868	-1.12957
2011-09-01	1969.53	0.152044	-1.87479	-1.57517
2011-08-01	1966.54	-0.489824	-2.86389	-1.71968
2011-07-01	1976.22	-1.54148	-2.39009	0.502456
2011-06-01	2007.16	-0.857487	-0.934801	3.72759
2011-05-01	2024.52	-0.0044453	1.07943	4.60852
2011-04-01	2024.61	-0.0735403	1.51321	3.44949
2011-03-01	2026.1	1.15832	2.34327	3.97508
2011-02-01	2002.9	0.424683	0.331114	2.89751
2011-01-01	1994.43	0.743543	0.573864	2.06543
2010-12-01	1979.71	-0.830541	-1.06644	2.71242
2010-11-01	1996.29	0.667658	-0.232889	1.75964
2010-10-01	1983.05	-0.899528	0.849802	0.649153
2010-09-01	2001.05	0.00499763	3.41183	-1.09676
2010-08-01	2000.95	1.76012	3.39064	-1.06992
2010-07-01	1966.34	1.61806	0.472127	-2.61787
2010-06-01	1935.03	-0.0155012	-0.698436	-5.68145
2010-05-01	1935.33	-1.11236	-0.573851	-7.31223
2010-04-01	1957.1	0.434149	0.155061	-0.914858
2010-03-01	1948.64	0.109941	1.10043	-4.54207
2010-02-01	1946.5	-0.387397	-0.778379	-3.95575
2010-01-01	1954.07	1.38215	-0.821719	-3.40732
2009-12-01	1927.43	-1.75046	-4.73547	-4.46017
2009-11-01	1961.77	-0.430908	-3.00704	-5.05421
2009-10-01	1970.26	-2.61857	-2.42373	-6.65416
2009-09-01	2023.24	0.032137	-1.38186	-3.72676
2009-08-01	2022.59	0.167888	-3.13313	-6.50441
2009-07-01	2019.2	-1.57878	2.22918	-5.24814
2009-06-01	2051.59	-1.74424	0.501136	-4.28919
2009-05-01	2088.01	5.71293	3.02664	-0.195974
2009-04-01	1975.17	-3.24245	-2.36431	-4.23372
2009-03-01	2041.36	0.724834	1.18717	-5.70606
2009-02-01	2026.67	0.181414	-1.91317	-4.69143
2009-01-01	2023.0	0.277088	-4.15547	-6.83001
2008-12-01	2017.41	-2.36134	-4.00417	-4.36141
2008-11-01	2066.2	-2.10877	-4.48851	-2.90414
2008-10-01	2110.71	0.435391	-0.953994	
2008-09-01	2101.56	-2.85397	-1.95799	
2008-08-01	2163.3	1.51381	3.40278	
2008-07-01	2131.04	-0.582684	3.32365	
2008-06-01	2143.53	2.45781	-0.986655	
2008-05-01	2092.11	1.43613	-1.61397	
2008-04-01	2062.49	-4.73003	-5.01128	
2008-03-01	2164.89	1.80867	2.63012	
2008-02-01	2126.43	-2.0665	-0.0737782	
2008-01-01	2171.3	2.934		
2007-12-01	2109.41	-0.87359		
2007-11-01	2128.0			
2007-10-01				
2007-09-01				
2007-08-01				
2007-07-01				
2007-06-01				
2007-05-01				
2007-04-01				
2007-03-01				
2007-02-01				
2007-01-01				
2006-12-01				
2006-11-01				
2006-10-01				
2006-09-01				
2006-08-01				
2006-07-01				
2006-06-01				
2006-05-01				
2006-04-01				
2006-03-01				
2006-02-01				
2006-01-01				
